,DateTime,original,predict
2123,2019-01-01,32.75862068965518,6.927732230278201
2124,2019-01-02,35.87786259541985,3.949969160885071
2125,2019-01-03,14.72868217054264,8.001292902255761
2126,2019-01-04,5.8441558441558525,5.591539911909338
2127,2019-01-05,-19.662921348314608,5.629434616938653
2128,2019-01-06,0.6756756756756799,4.856474186782567
2129,2019-01-08,-24.539877300613494,4.52556082471793
2130,2019-01-09,-21.678321678321687,-4.162448242049463
2131,2019-01-10,-22.14765100671141,-11.475382961408487
2132,2019-01-11,-34.95934959349593,5.393758729393195
2133,2019-01-12,9.82142857142858,3.3142734798687075
2134,2019-01-13,-15.517241379310331,7.487459948783333
2135,2019-01-15,47.50000000000001,6.224595226532438
2136,2019-01-16,-2.4390243902439046,5.629761504288881
2137,2019-01-17,22.448979591836714,24.431137318395734
2138,2019-01-18,8.47457627118644,-12.017036746738881
2139,2019-01-19,-11.66666666666667,8.133814715935973
2140,2019-01-20,-3.3333333333333326,-2.3550527986385665
2141,2019-01-22,0.78125,4.951911953469066
2142,2019-01-23,49.05660377358492,4.139503099534192
2143,2019-01-24,12.931034482758632,4.817323945859648
2144,2019-01-25,0.7751937984496138,22.506568357482163
2145,2019-01-26,6.962025316455689,-7.538681464236605
2146,2019-01-27,-0.7633587786259555,5.706429844344243
2147,2019-01-29,20.0,-2.392467711066417
2148,2019-01-30,-17.159763313609453,4.043883467065123
2149,2019-01-31,19.23076923076923,3.7926534714028515
2150,2019-02-01,0.0,4.905629116248472
2151,2019-02-02,-7.142857142857139,23.117330387429188
2152,2019-02-03,-10.322580645161283,4.201043789731871
2153,2019-02-04,56.410256410256395,10.020622455094479
2154,2019-02-10,33.84615384615384,3.4788460318220666
2155,2019-02-11,47.482014388489205,4.242017933602975
2156,2019-02-12,-15.573770491803264,4.014892602763432
2157,2019-02-14,5.747126436781612,3.9261916471783653
2158,2019-02-15,-8.292682926829265,-13.93669084702874
2159,2019-02-16,-16.990291262135926,6.457651893342067
2160,2019-02-17,-14.67391304347826,0.30572984588569874
2161,2019-02-18,6.3829787234042525,6.961587985084114
2162,2019-02-19,14.619883040935663,5.388211497333841
2163,2019-02-22,19.74522292993632,5.5979358591600965
2164,2019-02-23,2.4999999999999907,5.388099859649577
2165,2019-02-24,-7.142857142857151,1.3298594153960916
2166,2019-02-26,2.659574468085113,-3.5983052795322585
2167,2019-02-27,-10.73170731707317,2.1638160030895373
2168,2019-02-28,-7.142857142857151,2.315959847998064
2169,2019-03-01,-17.616580310880824,4.998417431861825
2170,2019-03-02,-20.21857923497268,5.123667329623305
2171,2019-03-03,-20.118343195266267,5.299050016511742
2172,2019-03-05,-6.289308176100628,-12.683068882223507
2173,2019-03-06,5.479452054794519,-1.4570002557217387
2174,2019-03-07,21.48148148148148,3.849656928625256
2175,2019-03-08,15.436241610738245,7.127436616652953
2176,2019-03-09,34.41558441558441,7.025497511106456
2177,2019-03-10,18.29268292682926,6.314979474264421
2178,2019-03-12,86.04651162790701,5.357302892116774
2179,2019-03-13,44.444444444444436,52.624769933263224
2180,2019-03-14,109.27835051546393,60.54566949848474
2181,2019-03-15,28.75000000000001,10.602520965398266
2182,2019-03-16,63.21070234113714,10.721700311815983
2183,2019-03-17,23.891625615763544,-4.083172986720286
2184,2019-03-19,31.553398058252434,-0.4456721942393074
2185,2019-03-20,-2.4590163934426146,0.6884992583218956
2186,2019-03-21,-16.50099403578529,-7.160114481228738
2187,2019-03-22,-43.542435424354245,-0.7814161020383741
2188,2019-03-23,-28.991596638655466,-2.7026480602288023
2189,2019-03-24,-23.809523809523807,5.2526117587162995
2190,2019-03-26,26.47058823529411,4.028120613947027
2191,2019-03-27,26.331360946745573,6.378168422985309
2192,2019-03-28,42.1875,5.459501511585461
2193,2019-03-29,18.346253229974142,19.471624502050503
2194,2019-03-30,-2.8103044496487146,16.04852435651455
2195,2019-03-31,-20.659340659340653,3.6139159481668868
2196,2019-04-02,-27.947598253275107,2.741405792524347
2197,2019-04-03,-38.0722891566265,1.5626385787082095
2198,2019-04-04,-37.67313019390583,2.6943535473913744
2199,2019-04-07,-30.90909090909091,3.9776873541418705
2200,2019-04-09,-35.40856031128404,-12.843855116339277
2201,2019-04-10,-36.888888888888886,0.6766614091223776
2202,2019-04-11,-50.438596491228076,6.80933108575752
2203,2019-04-12,-39.156626506024104,9.215455338847221
2204,2019-04-13,-30.98591549295773,7.827283168986924
2205,2019-04-14,-9.734513274336296,6.5132278236849634
2206,2019-04-16,-8.910891089108917,5.058091285056346
2207,2019-04-17,4.081632653061207,-0.8900799150586174
2208,2019-04-18,-16.666666666666664,-0.802625621733128
2209,2019-04-19,-8.695652173913036,5.934260314461393
2210,2019-04-20,27.450980392156872,4.713075334316128
2211,2019-04-21,18.823529411764707,6.243540772610258
2212,2019-04-23,57.14285714285711,5.174261089327013
2213,2019-04-24,-22.30769230769231,4.978840292962855
2214,2019-04-25,-6.930693069306924,-1.3747950272417953
2215,2019-04-26,-21.212121212121204,-36.99308462179944
2216,2019-04-27,24.752475247524753,0.5429275474294655
2217,2019-04-28,35.106382978723396,-6.476772744379662
2218,2019-04-30,5.769230769230771,7.8754655236515205
2219,2019-05-01,-8.730158730158731,6.452513776167379
2220,2019-05-02,14.960629921259835,7.111662793933872
2221,2019-05-03,17.272727272727284,25.016593737075436
2222,2019-05-04,26.956521739130434,26.60216114654402
2223,2019-05-05,-4.7945205479452015,11.603550238751
2224,2019-05-07,76.74418604651162,9.587932305971337
2225,2019-05-08,50.0,2.563027459341502
