,DateTime,original,predict
2108,2019-01-01,20.1,20.185853922858062
2109,2019-01-02,20.1,20.18838527486787
2110,2019-01-03,20.1,20.190909584638902
2111,2019-01-04,20.1,20.193426871762714
2112,2019-01-05,20.0,20.19593715577636
2113,2019-01-06,20.2,20.19844045616254
2114,2019-01-08,20.1,20.200936792349754
2115,2019-01-09,20.1,20.183531523164227
2116,2019-01-10,20.1,20.186023865872396
2117,2019-01-11,20.1,20.18850937690298
2118,2019-01-12,20.0,20.190988074982066
2119,2019-01-13,20.2,20.193459978784404
2120,2019-01-15,20.1,20.195925106933558
2121,2019-01-16,20.1,20.19838347800205
2122,2019-01-17,20.1,20.183527850384863
2123,2019-01-18,20.1,20.186020202304913
2124,2019-01-19,20.0,20.188505722515888
2125,2019-01-20,20.1,20.19098442974397
2126,2019-01-22,20.1,20.19345634266402
2127,2019-01-23,20.1,20.195921479899706
2128,2019-01-24,20.1,20.198379860023646
2129,2019-01-25,20.1,20.180493194553204
2130,2019-01-26,20.0,20.182987348233123
2131,2019-01-27,20.1,20.185474679697567
2132,2019-01-29,20.1,20.187955207607224
2133,2019-01-30,20.1,20.19042895057174
2134,2019-01-31,20.1,20.192895927149856
2135,2019-02-01,20.4,20.195356155849556
2136,2019-02-02,20.0,20.190695586036668
2137,2019-02-03,20.3,20.193183978477798
2138,2019-02-04,20.3,20.19566551484091
2139,2019-02-10,20.0,20.19814021401604
2140,2019-02-11,20.2,20.20060809484116
2141,2019-02-12,20.1,20.20306917610236
2142,2019-02-14,20.1,20.205523476533955
2143,2019-02-15,20.1,20.192307732340232
2144,2019-02-16,20.1,20.19479475791254
2145,2019-02-17,20.3,20.197274924584388
2146,2019-02-18,20.1,20.199748251271753
2147,2019-02-19,20.1,20.202214756838444
2148,2019-02-22,20.1,20.204674460096246
2149,2019-02-23,20.1,20.20712737980506
2150,2019-02-24,20.1,20.189276037534203
2151,2019-02-26,20.1,20.191764952954703
2152,2019-02-27,20.0,20.19424701866344
2153,2019-02-28,20.1,20.196722253511417
2154,2019-03-01,20.1,20.199190676297757
2155,2019-03-02,20.1,20.201652305769848
2156,2019-03-03,20.1,20.20410716062348
2157,2019-03-05,20.1,20.180493194553204
2158,2019-03-06,20.1,20.182987348233123
2159,2019-03-07,20.1,20.185474679697567
2160,2019-03-08,20.1,20.187955207607224
2161,2019-03-09,20.0,20.19042895057174
2162,2019-03-10,20.1,20.192895927149856
2163,2019-03-12,20.1,20.195356155849556
2164,2019-03-13,20.3,20.180281900035574
2165,2019-03-14,20.1,20.18277613657719
2166,2019-03-15,20.1,20.185263551769467
2167,2019-03-16,20.1,20.187744164267738
2168,2019-03-17,20.1,20.190217992676313
2169,2019-03-19,20.1,20.192685055548623
2170,2019-03-20,20.1,20.19514537138736
2171,2019-03-21,20.1,20.188879432322537
2172,2019-03-22,20.1,20.191368421937444
2173,2019-03-23,20.1,20.193850564046237
2174,2019-03-24,20.1,20.196325877487215
2175,2019-03-26,20.1,20.198794381046856
2176,2019-03-27,20.1,20.20125609345995
2177,2019-03-28,20.1,20.20371103340975
2178,2019-03-29,20.1,20.18342064445648
2179,2019-03-30,20.1,20.185913083063884
2180,2019-03-31,20.1,20.188398690170317
2181,2019-04-02,20.2,20.19087748450017
2182,2019-04-03,20.1,20.193349484726518
2183,2019-04-04,20.1,20.195814709471254
2184,2019-04-07,20.1,20.198273177305232
2185,2019-04-09,20.1,20.186451933493725
2186,2019-04-10,20.1,20.1889425837968
2187,2019-04-11,20.1,20.19142639303516
2188,2019-04-12,20.1,20.19390337999916
2189,2019-04-13,20.1,20.196373563427517
2190,2019-04-14,20.1,20.198836962007494
2191,2019-04-16,20.1,20.201293594375024
2192,2019-04-17,20.1,20.18342064445648
2193,2019-04-18,20.0,20.185913083063884
2194,2019-04-19,20.1,20.188398690170317
2195,2019-04-20,20.1,20.19087748450017
2196,2019-04-21,20.1,20.193349484726518
2197,2019-04-23,20.1,20.195814709471254
2198,2019-04-24,20.1,20.198273177305232
2199,2019-04-25,20.1,20.180593460556132
2200,2019-04-26,20.1,20.183087571646794
2201,2019-04-27,20.1,20.18557486009763
2202,2019-04-28,20.0,20.188055344571975
2203,2019-04-30,20.1,20.190529043682098
2204,2019-05-01,20.1,20.192995975989362
2205,2019-05-02,20.1,20.19545616000435
2206,2019-05-03,20.0,20.18038815306646
2207,2019-05-04,20.1,20.18288229556075
2208,2019-05-05,20.1,20.185369616559697
2209,2019-05-07,20.1,20.18785013472014
2210,2019-05-08,20.0,20.190323868647884
2211,2019-05-09,20.1,20.19279083689785
2212,2019-05-10,20.1,20.195251057974204
2213,2019-05-11,20.2,20.17755283038315
2214,2019-05-12,20.1,20.180048745633695
2215,2019-05-14,20.0,20.182537847671895
2216,2019-05-15,20.1,20.185020155096087
2217,2019-05-17,20.4,20.18749568645383
2218,2019-05-18,20.1,20.18996446024206
2219,2019-05-19,20.1,20.19242649490722
2220,2019-05-21,20.1,20.192642719125597
2221,2019-05-22,20.0,20.19512966610498
2222,2019-05-23,20.1,20.197609752427674
2223,2019-05-24,20.1,20.200082997019948
2224,2019-05-25,20.1,20.202549418755847
2225,2019-05-26,20.1,20.205009036457355
2226,2019-05-28,20.1,20.207461868894534
2227,2019-05-29,20.0,20.180593460556132
2228,2019-05-30,20.0,20.183087571646794
2229,2019-05-31,20.1,20.18557486009763
2230,2019-06-01,20.1,20.188055344571975
2231,2019-06-02,20.1,20.190529043682098
2232,2019-06-04,20.1,20.192995975989362
2233,2019-06-05,20.1,20.19545616000435
