,平均價,DateTime,predict,diff
0,26.4,2019-01-01,35.338524164480994,8.938524164480995
1,26.3,2019-01-02,35.62414466041094,9.32414466041094
2,27.3,2019-01-03,35.747379870409816,8.447379870409815
3,26.9,2019-01-04,35.37113166145872,8.47113166145872
4,29.4,2019-01-05,35.88273516595926,6.482735165959262
5,32.0,2019-01-06,36.58792836221945,4.587928362219451
6,32.2,2019-01-08,36.51109445868712,4.311094458687116
7,28.4,2019-01-09,36.669729060939375,8.269729060939376
8,27.1,2019-01-10,36.651402693683316,9.551402693683315
9,26.6,2019-01-11,36.128760655224994,9.528760655224993
10,26.8,2019-01-12,36.49598871538721,9.695988715387212
11,24.7,2019-01-13,37.05268927024004,12.352689270240038
12,24.8,2019-01-15,36.342831898550024,11.542831898550023
13,25.9,2019-01-16,36.30946394394838,10.409463943948381
14,26.8,2019-01-17,36.1203219623991,9.320321962399102
15,27.8,2019-01-18,35.44107399572135,7.641073995721346
16,29.3,2019-01-19,35.654071700212434,6.354071700212433
17,33.1,2019-01-20,36.06738339383561,2.967383393835611
18,33.0,2019-01-22,35.43531207687005,2.435312076870048
19,29.3,2019-01-23,35.36343301055996,6.063433010559958
20,29.1,2019-01-24,35.14182677665721,6.04182677665721
21,25.9,2019-01-25,34.45293676130489,8.552936761304892
22,23.6,2019-01-26,34.68339050607125,11.083390506071247
23,24.2,2019-01-27,35.1444442380845,10.944444238084504
24,25.6,2019-01-29,34.32934447407868,8.72934447407868
25,26.6,2019-01-30,34.3150421378225,7.7150421378225005
26,25.6,2019-01-31,34.18513705988271,8.585137059882712
27,24.0,2019-02-01,33.58077137161638,9.580771371616379
28,22.8,2019-02-02,33.90409075278524,11.104090752785236
29,24.6,2019-02-03,34.46828230556568,9.868282305565678
30,24.9,2019-02-10,34.990958544609406,10.090958544609407
31,25.8,2019-02-11,34.87886822539076,9.07886822539076
32,25.0,2019-02-12,34.753820843530264,9.753820843530264
33,25.8,2019-02-14,34.87802160899831,9.07802160899831
34,28.5,2019-02-15,34.38781199818866,5.88781199818866
35,28.9,2019-02-16,34.80288388012881,5.902883880128812
36,27.2,2019-02-17,35.40606206749203,8.20606206749203
37,23.6,2019-02-18,35.12470224876997,11.52470224876997
38,20.7,2019-02-19,34.96696524349281,14.266965243492809
39,19.8,2019-02-22,34.648145208851545,14.848145208851545
40,17.4,2019-02-23,35.071997736907626,17.671997736907628
41,16.3,2019-02-24,35.70656664164386,19.40656664164386
42,17.8,2019-02-26,34.6432110126503,16.843211012650297
43,20.4,2019-02-27,34.85081861140328,14.450818611403278
44,20.8,2019-02-28,34.875244317411386,14.075244317411386
