,平均價,DateTime,predict,diff
0,34.9,2019-01-01,37.196047215200366,2.2960472152003675
1,30.0,2019-01-02,37.76607570633317,7.766075706333169
2,30.4,2019-01-03,37.957771963442156,7.557771963442157
3,39.6,2019-01-04,39.95556399376709,0.3555639937670918
4,43.0,2019-01-05,40.62871533407564,2.3712846659243567
5,49.6,2019-01-06,40.25186911144536,9.348130888554643
6,47.0,2019-01-08,41.33297630218119,5.667023697818813
7,42.7,2019-01-09,42.208517405323846,0.49148259467615674
8,46.6,2019-01-10,42.70895538407871,3.891044615921288
9,48.1,2019-01-11,45.01422622023308,3.0857737797669245
10,43.4,2019-01-12,45.96787450615989,2.567874506159889
11,43.2,2019-01-13,45.86918799175689,2.6691879917568855
12,42.9,2019-01-15,48.130932251061104,5.230932251061105
13,43.6,2019-01-16,49.1722484956917,5.572248495691696
14,45.5,2019-01-17,49.83710566502842,4.337105665028417
15,49.9,2019-01-18,52.27569636634965,2.3756963663496506
16,48.7,2019-01-19,53.32249399096457,4.622493990964564
17,66.5,2019-01-20,53.30873722361167,13.191262776388328
18,68.1,2019-01-22,55.00408364351057,13.095916356489425
19,65.3,2019-01-23,56.06463733474523,9.235362665254769
20,85.3,2019-01-24,56.730209579288776,28.56979042071122
21,68.4,2019-01-25,59.140991566888246,9.25900843311176
22,65.3,2019-01-26,60.12859820291459,5.171401797085409
23,66.1,2019-01-27,60.08911533108356,6.010884668916432
24,55.3,2019-01-29,62.86185805731276,7.561858057312762
25,59.2,2019-01-30,63.70849984323229,4.508499843232286
26,62.9,2019-01-31,64.18763045804369,1.2876304580436866
27,59.4,2019-02-01,66.27434742295895,6.874347422958955
28,67.0,2019-02-02,66.93907789743817,0.0609221025618325
29,77.6,2019-02-03,66.5541236959807,11.045876304019288
30,51.7,2019-02-10,68.58535601481009,16.885356014810085
31,57.0,2019-02-11,62.301375802634276,5.301375802634276
32,53.4,2019-02-12,68.40285980698934,15.002859806989342
33,60.6,2019-02-15,68.835278538799,8.235278538799001
34,56.1,2019-02-16,68.48095902504696,12.380959025046955
35,38.4,2019-02-17,67.01861635494242,28.618616354942425
36,34.9,2019-02-18,59.92157648375213,25.021576483752135
37,30.4,2019-02-19,64.16319157496844,33.76319157496844
38,27.3,2019-02-23,62.55923162037152,35.25923162037152
39,31.5,2019-02-24,60.728794519008595,29.228794519008595
40,49.4,2019-02-26,56.957772117220294,7.557772117220296
