,平均價,DateTime,predict,diff
0,70.0,2019-01-01,57.06930247223092,12.930697527769077
1,69.9,2019-01-02,57.10320488523536,12.796795114764649
2,70.0,2019-01-03,56.67385652595858,13.326143474041423
3,69.7,2019-01-04,56.65264778088357,13.047352219116434
4,70.0,2019-01-05,56.472635426008104,13.527364573991896
5,69.6,2019-01-06,56.30891656724393,13.291083432756068
6,70.0,2019-01-08,57.47837507374889,12.521624926251107
7,70.1,2019-01-09,57.5011890678604,12.598810932139592
8,69.6,2019-01-10,57.050893495831964,12.54910650416803
9,69.9,2019-01-11,56.99859749070652,12.901402509293483
10,69.9,2019-01-12,56.78430561151091,13.115694388489096
11,70.0,2019-01-13,56.59279240640392,13.407207593596077
12,70.0,2019-01-15,57.38669621231713,12.613303787682867
13,70.1,2019-01-16,57.35365930927527,12.746340690724722
14,70.1,2019-01-17,56.850536665445176,13.249463334554818
15,69.7,2019-01-18,56.74948997480071,12.950510025199293
16,69.4,2019-01-19,56.48305911627232,12.916940883727683
17,70.0,2019-01-20,56.256073465954564,13.743926534045436
18,69.9,2019-01-22,57.82075903467281,12.079240965327195
19,70.1,2019-01-23,57.78415901623097,12.315840983769021
20,70.1,2019-01-24,57.28956068547641,12.810439314523585
21,70.1,2019-01-25,57.206707740671284,12.89329225932871
22,70.1,2019-01-26,56.97275722386119,13.127242776138807
23,70.2,2019-01-27,56.79204680584096,13.407953194159042
24,70.2,2019-01-29,58.239396019208286,11.960603980791717
25,68.4,2019-01-30,58.25764085337404,10.142359146625964
26,69.6,2019-01-31,57.82515169798037,11.774848302019628
27,68.7,2019-02-01,57.814928736924706,10.885071263075297
28,69.6,2019-02-02,57.65465451777271,11.945345482227282
29,69.9,2019-02-03,57.55621940147642,12.343780598523587
30,70.0,2019-02-10,58.891095752495005,11.108904247504995
31,70.0,2019-02-11,57.24772011538889,12.752279884611113
32,68.9,2019-02-12,59.681230173463405,9.218769826536601
33,69.9,2019-02-14,59.261043023151394,10.638956976848611
34,69.8,2019-02-15,59.22589877777797,10.574101222222026
35,70.1,2019-02-16,59.02280664638146,11.077193353618533
36,70.2,2019-02-17,58.883090803217705,11.316909196782298
37,70.0,2019-02-18,57.67823708488803,12.321762915111968
38,69.9,2019-02-19,59.82680248276464,10.073197517235364
39,69.9,2019-02-22,58.94020294721983,10.959797052780175
40,70.3,2019-02-23,58.59999664445239,11.700003355547608
41,70.0,2019-02-24,58.31611976401445,11.683880235985548
42,70.0,2019-02-26,58.94980692553085,11.05019307446915
43,70.1,2019-02-27,58.6588023704375,11.441197629562495
44,70.3,2019-02-28,57.978878892885895,12.321121107114102
45,70.0,2019-03-01,57.72467910145791,12.275320898542091
46,70.1,2019-03-02,57.307943756969784,12.79205624303021
47,69.6,2019-03-03,56.94617355772626,12.653826442273733
48,70.2,2019-03-05,57.756080712511434,12.44391928748857
49,69.9,2019-03-06,57.426033495244106,12.4739665047559
50,70.0,2019-03-07,56.708708945646826,13.291291054353174
51,69.8,2019-03-08,56.42555179220093,13.37444820779907
52,69.9,2019-03-09,56.008885076700714,13.891114923299291
53,70.1,2019-03-10,55.63659041817208,14.463409581827918
54,70.2,2019-03-12,56.45918834413447,13.740811655865535
55,70.1,2019-03-13,56.128734707478685,13.97126529252131
56,70.1,2019-03-14,55.401278178090884,14.69872182190911
57,70.0,2019-03-15,55.10941211590554,14.890587884094458
58,70.3,2019-03-16,54.674249975223816,15.625750024776181
59,70.0,2019-03-17,54.26834313792053,15.731656862079468
60,70.2,2019-03-19,55.594445223141776,14.605554776858227
61,70.0,2019-03-20,55.1949994379213,14.805000562078703
62,69.9,2019-03-21,54.37164364499501,15.528356355004995
63,70.0,2019-03-22,53.97269949239726,16.02730050760274
64,70.0,2019-03-23,53.40811609060151,16.59188390939849
65,69.7,2019-03-24,52.857229804361474,16.84277019563853
66,70.0,2019-03-26,53.63965670632556,16.36034329367444
67,70.0,2019-03-27,53.0641332072024,16.935866792797597
68,70.0,2019-03-28,52.042881620823486,17.957118379176514
69,70.0,2019-03-29,51.44427604315175,18.555723956848247
70,70.5,2019-03-30,50.662141290812215,19.837858709187785
71,70.0,2019-03-31,49.904512465634745,20.095487534365255
72,69.8,2019-04-02,50.46036808547102,19.33963191452898
73,69.8,2019-04-03,49.71802219933604,20.081977800663957
74,69.8,2019-04-04,48.545780694564506,21.25421930543549
75,70.0,2019-04-07,46.12260993217605,23.877390067823953
76,70.1,2019-04-09,47.26543665949025,22.834563340509746
77,69.9,2019-04-10,46.601385102357,23.298614897643006
78,70.0,2019-04-11,45.54481763922139,24.455182360778608
79,70.4,2019-04-12,44.919150826963254,25.480849173036752
80,70.2,2019-04-13,44.229995926768254,25.97000407323175
81,69.5,2019-04-14,43.71566339987056,25.784336600129443
82,70.3,2019-04-16,45.23436185793773,25.06563814206227
83,70.0,2019-04-17,44.89361878092324,25.10638121907676
84,69.9,2019-04-18,44.17754087641154,25.722459123588465
85,70.2,2019-04-19,43.92269573036943,26.27730426963057
86,70.0,2019-04-20,43.61473315922787,26.385266840772132
87,70.1,2019-04-21,43.47066179479722,26.62933820520277
88,69.8,2019-04-23,46.572380965587705,23.227619034412292
89,70.0,2019-04-24,46.63023406806006,23.369765931939938
90,69.9,2019-04-25,46.279889583175105,23.6201104168249
91,70.2,2019-04-26,46.37663745260437,23.823362547395632
92,70.4,2019-04-27,46.39985067138682,24.000149328613183
93,71.6,2019-04-28,46.54859725948158,25.051402740518412
94,78.5,2019-04-30,50.02031324221372,28.479686757786283
95,79.8,2019-05-01,50.2835958587356,29.516404141264395
96,79.7,2019-05-02,50.07407107160491,29.62592892839509
97,80.0,2019-05-03,50.275907430172815,29.724092569827185
98,79.8,2019-05-04,50.36665843045346,29.433341569546535
99,80.0,2019-05-05,50.52200500223496,29.477994997765038
100,79.1,2019-05-07,54.122065317307886,24.97793468269211
101,79.9,2019-05-08,54.279664295801076,25.62033570419893
102,79.8,2019-05-09,53.908430858935176,25.89156914106482
103,93.7,2019-05-10,53.913906250798426,39.78609374920158
104,99.2,2019-05-11,53.78366603115092,45.41633396884908
105,99.6,2019-05-12,53.683206304613066,45.91679369538693
106,99.4,2019-05-14,57.574185765540285,41.82581423445972
107,99.8,2019-05-15,57.44944428948019,42.35055571051981
108,98.3,2019-05-17,56.486072140454894,41.8139278595451
109,98.4,2019-05-18,56.06802491307458,42.331975086925425
110,99.8,2019-05-19,55.66470634582154,44.135293654178454
111,99.9,2019-05-21,58.890814767818576,41.00918523218143
112,100.0,2019-05-22,58.51183825386506,41.48816174613494
113,99.9,2019-05-23,57.458865453509034,42.44113454649097
114,99.7,2019-05-24,57.04252779606672,42.65747220393328
115,97.9,2019-05-25,56.418883574208095,41.48111642579191
116,100.0,2019-05-26,55.83375863262993,44.16624136737007
117,98.7,2019-05-28,59.13971470607925,39.56028529392075
118,99.8,2019-05-29,58.661132792760725,41.13886720723927
119,99.7,2019-05-30,57.514680273297174,42.18531972670283
120,99.2,2019-05-31,57.00695726247167,42.19304273752833
121,99.4,2019-06-01,56.32694203081482,43.073057969185186
122,99.9,2019-06-02,55.711911567893544,44.18808843210646
123,94.2,2019-06-04,59.267322438849824,34.93267756115018
124,99.9,2019-06-05,58.833508934348366,41.06649106565164
125,99.8,2019-06-06,57.72162846164253,42.078371538357466
126,99.8,2019-06-07,57.25195581110616,42.54804418889384
127,98.9,2019-06-08,56.631276681679886,42.26872331832012
128,97.2,2019-06-11,59.22167763507675,37.97832236492325
129,100.0,2019-06-12,58.908834191815,41.091165808185
130,99.7,2019-06-13,57.890374069481105,41.8096259305189
131,99.3,2019-06-14,57.51455609871859,41.785443901281404
132,99.6,2019-06-15,56.98950394014727,42.61049605985272
133,89.6,2019-06-18,60.859464156017935,28.74053584398206
134,90.0,2019-06-19,60.66152954506568,29.338470454934317
135,89.8,2019-06-20,59.72297178223383,30.07702821776617
136,89.8,2019-06-21,59.41036297402251,30.389637025977486
137,89.5,2019-06-22,58.9421496210506,30.557850378949396
138,89.5,2019-06-23,58.445599056966884,31.054400943033116
139,89.5,2019-06-25,61.57063907097237,27.92936092902763
140,89.9,2019-06-26,61.43221001742444,28.467789982575567
141,90.0,2019-06-27,60.542318838295174,29.457681161704826
142,90.0,2019-06-28,60.268541897405385,29.731458102594615
143,89.5,2019-06-29,59.835903257563885,29.664096742436115
144,89.9,2019-06-30,59.39136887006861,30.508631129931395
145,90.0,2019-07-02,62.585936607443244,27.414063392556756
146,90.0,2019-07-03,62.501127110293616,27.498872889706384
147,90.0,2019-07-04,61.66275572815582,28.337244271844177
148,89.4,2019-07-05,61.41652953052371,27.983470469476295
149,88.4,2019-07-06,61.02829627116543,27.371703728834575
150,85.2,2019-07-07,60.625486689386435,24.57451331061357
151,85.0,2019-07-09,63.57171646052656,21.42828353947344
152,85.3,2019-07-10,63.52492508379289,21.77507491620711
153,84.8,2019-07-11,62.71578354462868,22.08421645537132
154,85.1,2019-07-12,62.500372593319035,22.59962740668096
155,85.0,2019-07-13,62.13938482569942,22.860615174300577
156,84.8,2019-07-14,61.77729997961179,23.022700020388207
157,84.9,2019-07-16,65.08059471143943,19.819405288560574
158,85.0,2019-07-17,65.15410180689196,19.84589819310804
159,85.0,2019-07-18,64.47661096431186,20.52338903568814
160,85.0,2019-07-19,64.36205808845304,20.63794191154696
161,85.0,2019-07-20,64.13079147473078,20.869208525269215
162,85.0,2019-07-21,63.89871482378193,21.10128517621807
163,84.7,2019-07-23,66.0924889883907,18.607511011609304
164,85.0,2019-07-24,66.27092282062132,18.729077179378677
165,85.0,2019-07-25,65.69937934213128,19.30062065786872
166,85.0,2019-07-26,65.70600074477196,19.293999255228044
