,平均價,DateTime,predict,diff
0,20.1,2019-01-01,19.84990250743755,0.25009749256244973
1,20.1,2019-01-02,19.72129605845837,0.37870394154163023
2,20.1,2019-01-03,19.87123576244785,0.22876423755215214
3,20.1,2019-01-04,19.707902074769653,0.3920979252303489
4,20.0,2019-01-05,19.88513596176182,0.11486403823818137
5,20.2,2019-01-06,19.92855198714383,0.27144801285616893
6,20.1,2019-01-08,19.728198006546922,0.3718019934530794
7,20.1,2019-01-09,19.617042324687663,0.48295767531233835
8,20.1,2019-01-10,19.786450798253526,0.3135492017464756
9,20.1,2019-01-11,19.64632322531983,0.4536767746801722
10,20.0,2019-01-12,19.847501123796718,0.15249887620328195
11,20.2,2019-01-13,19.917499594716336,0.28250040528366327
12,20.1,2019-01-15,19.766540118848006,0.3334598811519953
13,20.1,2019-01-16,19.682677689439064,0.4173223105609374
14,20.1,2019-01-17,19.877666053818125,0.22233394618187674
15,20.1,2019-01-18,19.762266954473265,0.3377330455267362
16,20.0,2019-01-19,19.98485856315385,0.015141436846150214
17,20.1,2019-01-20,20.075023574877285,0.02497642512271625
18,20.1,2019-01-22,19.945890338154584,0.15410966184541763
19,20.1,2019-01-23,19.872144113467925,0.2278558865320761
20,20.1,2019-01-24,20.07252495441993,0.027475045580072077
21,20.1,2019-01-25,19.959461301404353,0.14053869859564827
22,20.0,2019-01-26,20.178931216435107,0.17893121643510668
23,20.1,2019-01-27,20.2628664314576,0.16286643145759783
24,20.1,2019-01-29,20.10099560366923,0.000995603669228018
25,20.1,2019-01-30,20.0107527327922,0.08924726720780285
26,20.1,2019-01-31,20.190932133402065,0.09093213340206319
27,20.4,2019-02-01,20.056095167410206,0.3439048325897929
28,20.0,2019-02-02,20.25083113703833,0.25083113703832893
29,20.3,2019-02-03,20.309519114370648,0.00951911437064723
30,20.0,2019-02-10,20.165963834486185,0.16596383448618468
31,20.2,2019-02-11,20.183008148093805,0.016991851906194455
32,20.1,2019-02-12,19.903275892267693,0.19672410773230808
33,20.1,2019-02-14,19.917653657557185,0.18234634244281622
34,20.1,2019-02-15,19.752521108613628,0.34747889138637333
35,20.1,2019-02-16,19.918653313008832,0.1813466869911693
36,20.3,2019-02-17,19.955707719749718,0.3442922802502828
37,20.1,2019-02-18,19.98782654371692,0.11217345628308095
38,20.1,2019-02-19,19.7336690565008,0.36633094349920015
39,20.1,2019-02-22,19.609452419650463,0.4905475803495385
40,20.1,2019-02-23,19.787110510998644,0.31288948900135694
41,20.1,2019-02-24,19.837644702894817,0.26235529710518435
42,20.1,2019-02-26,19.635704609057605,0.4642953909423966
43,20.0,2019-02-27,19.5253687604564,0.4746312395436014
44,20.1,2019-02-28,19.69209661914136,0.40790338085864164
45,20.1,2019-03-01,19.55237318737429,0.5476268126257118
46,20.1,2019-03-02,19.74183250878732,0.3581674912126829
47,20.1,2019-03-03,19.80350926284934,0.29649073715066265
48,20.1,2019-03-05,19.646099686691255,0.4539003133087469
49,20.1,2019-03-06,19.54322832035634,0.5567716796436599
50,20.1,2019-03-07,19.7155738092205,0.38442619077950013
51,20.1,2019-03-08,19.581020472758894,0.5189795272411075
52,20.0,2019-03-09,19.773548980512487,0.2264510194875129
53,20.1,2019-03-10,19.837627476229947,0.26237252377005404
54,20.1,2019-03-12,19.67021547476664,0.4297845252333623
55,20.3,2019-03-13,19.568006908287455,0.7319930917125461
56,20.1,2019-03-14,19.73957750445096,0.3604224955490416
57,20.1,2019-03-15,19.605021495885566,0.4949785041144352
58,20.1,2019-03-16,19.79621647064215,0.303783529357851
59,20.1,2019-03-17,19.85967156634098,0.24032843365901968
60,20.1,2019-03-19,19.696592714230476,0.403407285769525
61,20.1,2019-03-20,19.59534121743715,0.5046587825628528
62,20.1,2019-03-21,19.76619694382663,0.33380305617337314
63,20.1,2019-03-22,19.63262436350808,0.4673756364919228
64,20.1,2019-03-23,19.824284985265386,0.27571501473461524
65,20.1,2019-03-24,19.8888925582502,0.21110744174980312
66,20.1,2019-03-26,19.73764633794636,0.3623536620536427
67,20.1,2019-03-27,19.638553323555378,0.46144667644462345
68,20.1,2019-03-28,19.810634146008834,0.28936585399116765
69,20.1,2019-03-29,19.678902916620792,0.4210970833792089
70,20.1,2019-03-30,19.871087202828452,0.22891279717154944
71,20.1,2019-03-31,19.93600555346777,0.16399444653223227
72,20.2,2019-04-02,19.749356690964394,0.45064330903560545
73,20.1,2019-04-03,19.64915474006619,0.45084525993381064
74,20.1,2019-04-04,19.818506132300588,0.28149386769941387
75,20.1,2019-04-07,19.93246646961689,0.16753353038311047
76,20.1,2019-04-09,19.745560216479227,0.35443978352077465
77,20.1,2019-04-10,19.639834010867354,0.4601659891326477
78,20.1,2019-04-11,19.80308626946532,0.29691373053467984
79,20.1,2019-04-12,19.662202476040974,0.43779752395902705
80,20.1,2019-04-13,19.84476111982849,0.2552388801715111
81,20.1,2019-04-14,19.900802166519245,0.19919783348075626
82,20.1,2019-04-16,19.716358158623468,0.3836418413765337
83,20.1,2019-04-17,19.608377795433565,0.49162220456643624
84,20.0,2019-04-18,19.76971896767253,0.23028103232746844
85,20.1,2019-04-19,19.628957548482347,0.4710424515176541
86,20.1,2019-04-20,19.812017789003,0.2879822109970007
87,20.1,2019-04-21,19.870320071362265,0.22967992863773645
88,20.1,2019-04-23,19.69943203140713,0.40056796859287047
89,20.1,2019-04-24,19.5984361733139,0.5015638266861018
90,20.1,2019-04-25,19.766695697512628,0.33330430248737386
91,20.1,2019-04-26,19.63542551257019,0.464574487429811
