,3_day_return,DateTime,predict,diff
0,-2.9411764705882364,2019-01-01,4.131939860454762,7.073116331042998
1,-5.395683453237409,2019-01-02,3.167572680869255,8.563256134106664
2,1.4869888475836484,2019-01-03,0.8068965510400758,0.6800922965435725
3,1.8939393939394042,2019-01-04,-1.523029224547557,3.416968618486961
4,11.787072243346007,2019-01-05,-0.9707982525464728,12.75787049589248
5,17.216117216117222,2019-01-06,1.6623488850887298,15.553768331028493
6,19.702602230483283,2019-01-08,3.309169426322282,16.393432804161
7,-3.401360544217692,2019-01-09,2.249336162969134,5.650696707186826
8,-15.312499999999995,2019-01-10,-0.16181121983155033,15.150688780168444
9,-17.391304347826086,2019-01-11,-2.541792038311294,14.849512309514791
10,-5.633802816901401,2019-01-12,-2.000370693323041,3.63343212357836
11,-8.856088560885611,2019-01-13,0.6223675668746915,9.478456127760303
12,-6.766917293233088,2019-01-15,1.4457188693652436,8.212636162598331
13,-3.3582089552238847,2019-01-16,0.3901055652953192,3.748314520519204
14,8.502024291497978,2019-01-17,-1.9823956347337,10.484419926231679
15,12.096774193548374,2019-01-18,-4.253396336304,16.350170529852374
16,13.127413127413144,2019-01-19,-3.5672006274148953,16.69461375482804
17,23.50746268656716,2019-01-20,-0.8056402117301701,24.31310289829733
18,18.705035971223012,2019-01-22,1.7961669576325792,16.908869013590433
19,0.0,2019-01-23,0.9539166397145108,0.9539166397145108
20,-12.084592145015106,2019-01-24,-1.2206830360351448,10.86390910897996
21,-21.51515151515152,2019-01-25,-3.351487305676069,18.16366420947545
22,-19.453924914675763,2019-01-26,-2.585688001288358,16.868236913387406
23,-16.8384879725086,2019-01-27,0.30950782774440666,17.147995800253007
24,-1.1583011583011449,2019-01-29,1.2916632792177491,2.449964437518894
25,12.711864406779648,2019-01-30,0.5242754413021737,12.187588965477474
26,5.785123966942152,2019-01-31,-1.5805928069457433,7.365716773887895
27,-6.25,2019-02-01,-3.623403677993247,2.626596322006753
28,-14.28571428571429,2019-02-02,-2.7382246500468064,11.547489635667484
29,-3.90625,2019-02-03,0.2365737017150645,4.142823701715065
30,9.210526315789467,2019-02-10,1.5423977386113306,7.668128577178137
31,4.878048780487808,2019-02-11,5.521462166207379,0.6434133857195707
32,-9.420289855072472,2019-02-12,3.686930607404378,13.10722046247685
33,3.6144578313253017,2019-02-14,0.7519937253164368,2.862464106008865
34,10.465116279069763,2019-02-15,-1.3624565935879918,11.827572872657754
35,15.59999999999999,2019-02-16,-0.5834547840770077,16.183454784077
36,5.426356589147273,2019-02-17,2.3082435636550738,3.1181130254921996
37,-17.19298245614035,2019-02-18,5.708863548211932,22.90184600435228
38,-28.37370242214533,2019-02-19,4.044896326953761,32.41859874909909
39,-27.20588235294117,2019-02-22,-1.0255612495088997,26.18032110343227
40,-26.271186440677965,2019-02-23,-0.2582982676823269,26.012888172995638
41,-21.25603864734299,2019-02-24,2.553755306106998,23.80979395344999
42,-10.1010101010101,2019-02-26,3.0394373752530783,13.140447476263178
43,17.24137931034484,2019-02-27,2.366058616315581,14.87532069402926
44,27.60736196319018,2019-02-28,0.22310630601252224,27.384255657177658
45,10.112359550561802,2019-03-01,-1.9460411413216208,12.058400691883422
46,-2.9411764705882253,2019-03-02,-1.1498582331704794,1.7913182374177459
47,0.480769230769229,2019-03-03,1.7369449130677603,1.2561756822985313
48,7.653061224489787,2019-03-05,4.746403647741167,2.9066575767486196
49,8.080808080808065,2019-03-06,3.8921858488625567,4.188622231945509
50,8.61244019138756,2019-03-07,1.5941773229973863,7.018262868390173
51,6.161137440758281,2019-03-08,-0.7539429054283324,6.915080346186613
52,9.345794392523368,2019-03-09,-0.2221233658857128,9.56791775840908
53,12.77533039647578,2019-03-10,2.420849369706509,10.354481026769271
54,16.51785714285716,2019-03-12,4.035349112052595,12.482508030804565
55,24.358974358974386,2019-03-13,2.9454027688876883,21.413571590086697
56,14.453125,2019-03-14,0.4553966788460328,13.997728321153968
57,17.624521072796927,2019-03-15,-2.0139570703040817,19.638478143101008
58,3.436426116838498,2019-03-16,-1.5974310713483164,5.033857188186815
59,3.754266211604085,2019-03-17,0.8888591210770675,2.8654070905270173
60,8.143322475570036,2019-03-19,2.376349440010938,5.766973035559098
61,15.282392026578085,2019-03-20,1.1742495707513179,14.108142455826767
62,6.907894736842103,2019-03-21,-1.4646687735272614,8.372563510369364
63,-4.81927710843374,2019-03-22,-4.01587353625791,0.8034035721758297
64,-7.7809798270893396,2019-03-23,-3.723562132353164,4.057417694736175
65,-0.6153846153846287,2019-03-24,-1.2977388375380037,0.6823542221533749
66,0.6329113924050667,2019-03-26,-0.3445002496860444,0.9774116420911111
67,1.8750000000000044,2019-03-27,-1.4677776374625768,3.3427776374625813
68,0.9287925696594534,2019-03-28,-3.985631687897828,4.914424257557282
69,5.660377358490566,2019-03-29,-6.436036902058438,12.096414260549004
70,-5.8282208588957145,2019-03-30,-5.940239661267433,0.11201880237171835
71,-4.907975460122705,2019-03-31,-3.2930836223059416,1.6148918378167632
72,1.7857142857142794,2019-04-02,-1.6944625712132226,3.480176856927502
73,2.931596091205213,2019-04-03,-2.601151509977711,5.532747601182924
74,6.129032258064513,2019-04-04,-4.848854137514755,10.977886395579269
75,-3.801169590643283,2019-04-07,-3.3620758338353234,0.4390937568079596
76,1.8987341772152,2019-04-09,-1.2062749761733342,3.1050091533885342
77,0.3039513677811634,2019-04-10,-1.8680263253790896,2.171977693160253
78,-2.7355623100303927,2019-04-11,-3.871698347480871,1.1361360374504783
