DateTime,Original,Predict,MSE,Mean
2019-01-01,20.1,20.324276,0.05705190300323479,0.23778912065807753
2019-01-02,20.1,20.240496,0.05705190300323479,0.23778912065807753
2019-01-03,20.1,20.17123,0.05705190300323479,0.23778912065807753
2019-01-04,20.1,20.176773,0.05705190300323479,0.23778912065807753
2019-01-05,20.1,20.10843,0.05705190300323479,0.23778912065807753
2019-01-06,20.0,20.136559,0.05705190300323479,0.23778912065807753
2019-01-08,20.2,20.16964,0.05705190300323479,0.23778912065807753
2019-01-09,20.1,20.149506,0.05705190300323479,0.23778912065807753
2019-01-10,20.1,20.14594,0.05705190300323479,0.23778912065807753
2019-01-11,20.1,20.096224,0.05705190300323479,0.23778912065807753
2019-01-12,20.1,20.09006,0.05705190300323479,0.23778912065807753
2019-01-13,20.0,20.206327,0.05705190300323479,0.23778912065807753
2019-01-15,20.2,20.199057,0.05705190300323479,0.23778912065807753
2019-01-16,20.1,20.088243,0.05705190300323479,0.23778912065807753
2019-01-17,20.1,20.077782,0.05705190300323479,0.23778912065807753
2019-01-18,20.1,20.094883,0.05705190300323479,0.23778912065807753
2019-01-19,20.1,20.191017,0.05705190300323479,0.23778912065807753
2019-01-20,20.0,20.189857,0.05705190300323479,0.23778912065807753
2019-01-22,20.1,20.177341,0.05705190300323479,0.23778912065807753
2019-01-23,20.1,20.104118,0.05705190300323479,0.23778912065807753
2019-01-24,20.1,20.189013,0.05705190300323479,0.23778912065807753
2019-01-25,20.1,20.187319,0.05705190300323479,0.23778912065807753
2019-01-26,20.1,20.201426,0.05705190300323479,0.23778912065807753
2019-01-27,20.0,20.285213,0.05705190300323479,0.23778912065807753
2019-01-29,20.1,20.311104,0.05705190300323479,0.23778912065807753
2019-01-30,20.1,20.285603,0.05705190300323479,0.23778912065807753
2019-01-31,20.1,20.380373,0.05705190300323479,0.23778912065807753
2019-02-01,20.1,20.349598,0.05705190300323479,0.23778912065807753
2019-02-02,20.4,20.244856,0.05705190300323479,0.23778912065807753
2019-02-03,20.0,20.137362,0.05705190300323479,0.23778912065807753
2019-02-04,20.3,20.060198,0.05705190300323479,0.23778912065807753
2019-02-10,20.3,20.00605,0.05705190300323479,0.23778912065807753
2019-02-11,20.0,20.074802,0.05705190300323479,0.23778912065807753
2019-02-12,20.2,20.246317,0.05705190300323479,0.23778912065807753
2019-02-14,20.1,20.180523,0.05705190300323479,0.23778912065807753
2019-02-15,20.1,20.208263,0.05705190300323479,0.23778912065807753
2019-02-16,20.1,20.26152,0.05705190300323479,0.23778912065807753
2019-02-17,20.1,20.183449,0.05705190300323479,0.23778912065807753
2019-02-18,20.3,20.029589,0.05705190300323479,0.23778912065807753
2019-02-19,20.1,19.855354,0.05705190300323479,0.23778912065807753
2019-02-22,20.1,19.764462,0.05705190300323479,0.23778912065807753
2019-02-23,20.1,19.789162,0.05705190300323479,0.23778912065807753
2019-02-24,20.1,19.807026,0.05705190300323479,0.23778912065807753
2019-02-26,20.1,19.804504,0.05705190300323479,0.23778912065807753
2019-02-27,20.1,19.959402,0.05705190300323479,0.23778912065807753
2019-02-28,20.0,20.099522,0.05705190300323479,0.23778912065807753
2019-03-01,20.1,20.315287,0.05705190300323479,0.23778912065807753
2019-03-02,20.1,20.408802,0.05705190300323479,0.23778912065807753
2019-03-03,20.1,20.458637,0.05705190300323479,0.23778912065807753
2019-03-05,20.1,20.504087,0.05705190300323479,0.23778912065807753
2019-03-06,20.1,20.454937,0.05705190300323479,0.23778912065807753
2019-03-07,20.1,20.102837,0.05705190300323479,0.23778912065807753
2019-03-08,20.1,20.06796,0.05705190300323479,0.23778912065807753
2019-03-09,20.1,20.095407,0.05705190300323479,0.23778912065807753
2019-03-10,20.0,20.191463,0.05705190300323479,0.23778912065807753
2019-03-12,20.1,20.408098,0.05705190300323479,0.23778912065807753
2019-03-13,20.1,20.445986,0.05705190300323479,0.23778912065807753
2019-03-14,20.3,20.433422,0.05705190300323479,0.23778912065807753
2019-03-15,20.1,20.414309,0.05705190300323479,0.23778912065807753
2019-03-16,20.1,20.387552,0.05705190300323479,0.23778912065807753
2019-03-17,20.1,20.399632,0.05705190300323479,0.23778912065807753
2019-03-19,20.1,20.392408,0.05705190300323479,0.23778912065807753
2019-03-20,20.1,20.31447,0.05705190300323479,0.23778912065807753
2019-03-21,20.1,20.28809,0.05705190300323479,0.23778912065807753
2019-03-22,20.1,20.235596,0.05705190300323479,0.23778912065807753
2019-03-23,20.1,20.19049,0.05705190300323479,0.23778912065807753
2019-03-24,20.1,20.093525,0.05705190300323479,0.23778912065807753
2019-03-26,20.1,19.978394,0.05705190300323479,0.23778912065807753
2019-03-27,20.1,20.022547,0.05705190300323479,0.23778912065807753
2019-03-28,20.1,20.06746,0.05705190300323479,0.23778912065807753
2019-03-29,20.1,20.203037,0.05705190300323479,0.23778912065807753
2019-03-30,20.1,20.196299,0.05705190300323479,0.23778912065807753
2019-03-31,20.1,20.149147,0.05705190300323479,0.23778912065807753
2019-04-02,20.1,20.117336,0.05705190300323479,0.23778912065807753
2019-04-03,20.2,20.122913,0.05705190300323479,0.23778912065807753
2019-04-04,20.1,20.10738,0.05705190300323479,0.23778912065807753
2019-04-07,20.1,20.265568,0.05705190300323479,0.23778912065807753
2019-04-09,20.1,20.289274,0.05705190300323479,0.23778912065807753
2019-04-10,20.1,20.248137,0.05705190300323479,0.23778912065807753
2019-04-11,20.1,20.157076,0.05705190300323479,0.23778912065807753
2019-04-12,20.1,20.0845,0.05705190300323479,0.23778912065807753
2019-04-13,20.1,20.16729,0.05705190300323479,0.23778912065807753
2019-04-14,20.1,20.072163,0.05705190300323479,0.23778912065807753
2019-04-16,20.1,20.183874,0.05705190300323479,0.23778912065807753
2019-04-17,20.1,20.283167,0.05705190300323479,0.23778912065807753
2019-04-18,20.1,20.437725,0.05705190300323479,0.23778912065807753
2019-04-19,20.0,20.520555,0.05705190300323479,0.23778912065807753
2019-04-20,20.1,20.505062,0.05705190300323479,0.23778912065807753
2019-04-21,20.1,20.325327,0.05705190300323479,0.23778912065807753
2019-04-23,20.1,20.405888,0.05705190300323479,0.23778912065807753
2019-04-24,20.1,20.403227,0.05705190300323479,0.23778912065807753
2019-04-25,20.1,20.507544,0.05705190300323479,0.23778912065807753
2019-04-26,20.1,20.51271,0.05705190300323479,0.23778912065807753
2019-04-27,20.1,20.542118,0.05705190300323479,0.23778912065807753
2019-04-28,20.1,20.459013,0.05705190300323479,0.23778912065807753
2019-04-30,20.0,20.52355,0.05705190300323479,0.23778912065807753
2019-05-01,20.1,20.428495,0.05705190300323479,0.23778912065807753
2019-05-02,20.1,20.101147,0.05705190300323479,0.23778912065807753
2019-05-03,20.1,20.14192,0.05705190300323479,0.23778912065807753
2019-05-04,20.0,20.222702,0.05705190300323479,0.23778912065807753
2019-05-05,20.1,20.415995,0.05705190300323479,0.23778912065807753
2019-05-07,20.1,20.599152,0.05705190300323479,0.23778912065807753
2019-05-08,20.1,20.653084,0.05705190300323479,0.23778912065807753
2019-05-09,20.0,20.518534,0.05705190300323479,0.23778912065807753
2019-05-10,20.1,20.460098,0.05705190300323479,0.23778912065807753
2019-05-11,20.1,20.262121,0.05705190300323479,0.23778912065807753
2019-05-12,20.2,20.155203,0.05705190300323479,0.23778912065807753
2019-05-14,20.1,20.211388,0.05705190300323479,0.23778912065807753
2019-05-15,20.0,20.233927,0.05705190300323479,0.23778912065807753
2019-05-17,20.1,20.226707,0.05705190300323479,0.23778912065807753
2019-05-18,20.4,20.147205,0.05705190300323479,0.23778912065807753
2019-05-19,20.1,20.239803,0.05705190300323479,0.23778912065807753
2019-05-21,20.1,20.36013,0.05705190300323479,0.23778912065807753
2019-05-22,20.1,20.51496,0.05705190300323479,0.23778912065807753
2019-05-23,20.0,20.732004,0.05705190300323479,0.23778912065807753
2019-05-24,20.1,20.65201,0.05705190300323479,0.23778912065807753
2019-05-25,20.1,20.685019,0.05705190300323479,0.23778912065807753
2019-05-26,20.1,20.643475,0.05705190300323479,0.23778912065807753
2019-05-28,20.1,20.190186,0.05705190300323479,0.23778912065807753
2019-05-29,20.1,20.177345,0.05705190300323479,0.23778912065807753
2019-05-30,20.0,20.26944,0.05705190300323479,0.23778912065807753
2019-05-31,20.0,20.42714,0.05705190300323479,0.23778912065807753
2019-06-01,20.1,20.44868,0.05705190300323479,0.23778912065807753
2019-06-02,20.1,20.412903,0.05705190300323479,0.23778912065807753
2019-06-04,20.1,20.399412,0.05705190300323479,0.23778912065807753
2019-06-05,20.1,20.37111,0.05705190300323479,0.23778912065807753
2019-06-06,20.1,20.512598,0.05705190300323479,0.23778912065807753
2019-06-07,20.1,20.445593,0.05705190300323479,0.23778912065807753
2019-06-08,20.1,20.450336,0.05705190300323479,0.23778912065807753
2019-06-12,20.1,20.371431,0.05705190300323479,0.23778912065807753
2019-06-13,20.1,20.263733,0.05705190300323479,0.23778912065807753
2019-06-14,20.0,20.25901,0.05705190300323479,0.23778912065807753
2019-06-15,20.1,20.382652,0.05705190300323479,0.23778912065807753
2019-06-16,20.1,20.430645,0.05705190300323479,0.23778912065807753
2019-06-18,20.1,20.611477,0.05705190300323479,0.23778912065807753
2019-06-19,20.1,20.687788,0.05705190300323479,0.23778912065807753
2019-06-20,20.1,20.792253,0.05705190300323479,0.23778912065807753
2019-06-21,20.1,21.011862,0.05705190300323479,0.23778912065807753
2019-06-22,20.1,20.777758,0.05705190300323479,0.23778912065807753
2019-06-23,20.1,20.58593,0.05705190300323479,0.23778912065807753
2019-06-25,20.1,20.383413,0.05705190300323479,0.23778912065807753
