date,Price_1,LSTM1_1,LSTM2_1,ARIMA_1,Prophet_1
2019-01-01,34.9,49.158264,34.008724,32.26874809107461,37.196047215200366
2019-01-02,30.0,65.37471,35.547634,32.54331512366593,37.76607570633317
2019-01-03,30.4,66.2134,36.36857,33.07923265948728,37.957771963442156
2019-01-04,39.6,58.288895,35.92818,33.15683158498788,39.95556399376709
2019-01-05,43.0,43.796707,36.308468,33.527886141043304,40.62871533407564
2019-01-06,49.6,35.152786,39.799890000000005,33.548814522129156,40.25186911144536
2019-01-08,47.0,43.65206,42.645546,33.83981100784145,41.33297630218119
2019-01-09,42.7,38.126934000000006,45.412525,44.65492499938967,42.20851740532385
2019-01-10,46.6,41.378757,56.513725,43.24182688394182,42.70895538407871
2019-01-11,48.1,40.153079999999996,49.201977,42.53756377924656,45.01422622023308
2019-01-12,43.4,46.034264,40.007659999999994,41.90567306602053,45.96787450615989
2019-01-13,43.2,42.27552,38.628754,41.63982476365759,45.86918799175689
2019-01-15,42.9,43.87344,41.6962,41.29629332265896,47.674829164659776
2019-01-16,43.6,42.076423999999996,49.43642,41.176933459437045,48.72274882076226
2019-01-17,45.5,49.759865000000005,53.121956000000004,42.246309524542475,49.380523657894976
2019-01-18,49.9,42.17434,47.279778,42.15263193997392,51.78852759328653
2019-01-19,48.7,49.028587,44.64803,41.46751655798285,52.82084119034754
2019-01-20,66.5,50.10352,45.664707,41.550015020652154,52.782061113445714
2019-01-22,68.1,58.531113,45.485459999999996,41.06147521886413,54.5269391237295
2019-01-23,65.3,59.766563,59.0362,41.17784847386278,55.62076697115057
2019-01-24,85.3,67.998436,67.45987,40.79096566062237,56.281128221613656
2019-01-25,68.4,71.03964,73.61182,72.76651864205499,58.68309295302634
2019-01-26,65.3,80.16396999999999,59.64224599999999,68.85381996800368,59.67719963335351
2019-01-27,66.1,95.84331,46.37092,64.96935045866688,59.61534507356616
2019-01-29,55.3,95.40377,43.826572,63.56118789979754,62.56041016143404
2019-01-30,59.2,91.04393,40.792274,61.2323764926621,63.42862476488959
2019-01-31,62.9,84.33638,39.604485,60.6401173398761,63.88694792353428
2019-02-01,59.4,75.40035999999999,43.514953999999996,59.00343443532513,65.94002896684147
2019-02-02,67.0,58.039947999999995,53.610645,56.09103917808241,66.6114788723984
2019-02-03,77.6,55.340202000000005,44.818565,55.52421906129116,66.14973816483524
2019-02-04,54.6,59.418274,49.72493,53.5609142221468,
2019-02-10,51.7,51.035540000000005,51.06841,53.492897286629,67.70191759030585
2019-02-11,57.0,49.937090000000005,51.522859999999994,52.07828653396609,61.726474243061396
2019-02-12,53.4,52.57434,53.875130000000006,52.13417608802617,66.9218688567491
2019-02-15,60.6,46.48836,43.7249,50.995667006110345,67.40140269293764
2019-02-16,56.1,40.05513,37.593340000000005,55.844597016911294,67.055087957832
2019-02-17,38.4,34.09383,34.92334,54.639676335233574,65.49558173119765
2019-02-18,34.9,33.875217,36.898464000000004,52.81324930063299,58.986846374818256
2019-02-19,30.4,44.02093,40.598040000000005,52.46103203036278,63.01591234965875
2019-02-23,27.3,42.345490000000005,50.755959999999995,51.22130376718925,61.3055319696243
2019-02-24,31.5,38.51312,49.144726,51.09673995183903,59.382613640058686
2019-02-26,49.4,34.086684999999996,47.016735,50.138471802450816,57.0544774736753
2019-02-27,41.0,40.198277000000004,51.49227,42.53142337659522,56.36100675276997
2019-02-28,43.6,34.06787,51.16352,42.30006755258203,55.145352245912115
2019-03-01,54.1,29.277126000000003,40.583096000000005,40.073674269692674,55.69664050651142
2019-03-02,55.9,33.948788,37.147420000000004,40.69394188884175,54.798534256682
2019-03-03,35.7,32.422295,46.003265,39.22765047799368,52.932892078056746
2019-03-05,39.5,23.942080999999998,49.713417,40.00688165482947,51.83591443849731
2019-03-06,44.2,42.454291999999995,52.67657,38.92226425331542,51.13621159544433
2019-03-07,41.4,37.362823,59.57363,42.724019895849594,50.080377900492856
2019-03-08,37.4,34.695744,56.590571999999995,42.10994633266269,50.85115387371383
2019-03-09,38.8,49.345303,45.6567,41.848680122229865,50.276804779953814
2019-03-10,36.5,37.433777,36.152626,41.51705646388346,48.59535544963328
2019-03-12,36.2,40.500584,40.43914,41.38332309822997,46.60130209486307
2019-03-13,33.8,49.517677,40.61115,41.157784869736005,46.26272598161446
2019-03-14,34.8,40.596214,45.314415000000004,41.07080617071196,45.52753012078265
2019-03-15,32.7,38.929287,43.90977,34.72044093580853,46.58242111646945
2019-03-16,30.9,33.228085,42.043834999999994,35.46095435059269,46.328034457299395
2019-03-17,29.5,31.276888,41.442226,35.18742573981453,45.010839552251994
2019-03-19,28.7,37.136475,36.711563,35.72823417018065,43.853231653113774
2019-03-20,31.7,36.32273,33.6085,35.45291655884056,43.73694462763218
2019-03-21,33.2,31.883057,34.452015,35.88169008913382,43.22620769525958
2019-03-22,33.7,32.313885,37.69656,35.638929511361034,44.464879997552565
2019-03-23,34.8,30.751143,39.212543,33.36578909914067,44.34347000797654
2019-03-24,36.2,30.371983,36.99323,33.58204033984785,43.134229111812324
2019-03-26,36.6,33.32871,34.72848,33.48868154150209,42.57267070955294
2019-03-27,33.2,29.583694,32.074265000000004,33.738518331325984,42.450320354824534
2019-03-28,33.2,32.568090000000005,32.151270000000004,33.705839741073454,41.8827342563869
2019-03-29,31.1,34.038834,32.305454,33.94780131144857,43.040535283824816
2019-03-30,31.7,35.950825,33.97125,33.94417405280881,42.81195811397138
2019-03-31,29.8,35.1586,34.212883000000005,32.26939249696389,41.4715460306586
