date,3_day_return_2,LSTM1_2,LSTM2_2,ARIMA_2,Prophet_2
2019-01-01,2.8571428571428465,12.047591,-2.821659,-0.13669763951904734,6.224306517174487
2019-01-02,5.642023346303503,6.284061400000001,1.5024396999999998,-3.949240131493109,-1.8026978916773195
2019-01-03,8.387096774193537,-2.521668,17.482654999999998,1.1887514807645654,0.7328094041522669
2019-01-04,3.174603174603185,-0.04035747,14.224338000000001,-0.7066024229213621,-1.9806090410869144
2019-01-05,-2.946593001841613,-3.7495894,4.5209455,-0.4458045124639567,6.29236606640177
2019-01-06,-1.1904761904761971,-3.270248,-3.7381587,-0.14164854076693878,4.462366543725066
2019-01-08,-4.807692307692311,1.0194899,-15.688132000000001,2.4995587101529617,8.015350460819404
2019-01-09,-2.846299810246677,-0.0014722347,-5.7074739999999995,-1.8219700612217984,-0.29602667891325685
2019-01-10,2.4096385542168752,1.7008991999999998,10.199697500000001,-1.4313526664479408,1.9175904372593684
2019-01-11,3.8383838383838413,2.9803324,6.5265164,1.7034175080135407,-1.1244481951372025
2019-01-12,-2.9296875000000004,8.367291,2.336172,0.37045310755672706,6.794978585378307
2019-01-13,-6.8627450980392135,3.5119443,-7.2616453,0.39962032224314215,4.679026563687961
2019-01-15,1.3618677042801508,-0.6182548000000001,-13.389729500000001,0.4179653492045794,7.4032512785648885
2019-01-16,-0.8048289738430747,3.3071766000000005,3.0805259,2.8054673020390104,-1.098997052336086
2019-01-17,6.526315789473692,7.571911,10.176806,0.09347243955625116,0.9755233847802268
2019-01-18,5.182341650671773,10.601316,8.972569,-3.1898392706607033,-2.1509785040157454
2019-01-19,14.198782961460445,10.66841,16.6921,1.3513677546086242,5.708375539870808
2019-01-20,13.833992094861667,4.3310723,4.9143763,-0.17732323085689816,3.5631843891245736
2019-01-22,3.83211678832116,6.1797794999999995,-0.4799960999999999,0.05002201545287188,7.197866029502793
2019-01-23,3.5523978685612745,5.200809,-2.9765506,0.2092313030838686,-1.2524268794549702
2019-01-24,8.506944444444441,5.2543955,6.0968885,2.5532373125774805,0.9175329034459352
2019-01-25,3.5149384885764468,5.107405,6.165507,6.187411268801515,-2.104757772011814
2019-01-26,8.23327615780447,7.236674000000001,-0.89580667,4.266390199070298,5.927303904682739
2019-01-27,-9.920000000000009,12.962964,5.395304,-2.6164490313401547,3.9275652136589767
2019-01-29,7.300509337860795,0.59829724,-3.6197962999999995,1.0853459833477217,7.160124536688468
2019-01-30,-12.519809825673535,2.7894206,-3.2419562,0.8545541849507751,-1.1238149504379524
2019-01-31,5.150976909413862,-8.072063,-3.3159690000000004,1.2798662663850549,1.1859797463622064
2019-02-01,2.6898734177215333,-2.037517,-13.310393,-3.6185113411868617,-1.7237435568191883
2019-02-02,22.28260869565217,-1.3651961000000001,11.575273,6.212000225620202,6.391743767015791
2019-02-03,19.42567567567568,2.973662,12.1622715,4.042844011529469,4.403263060286074
2019-02-04,12.018489984591675,7.018681,7.775123599999999,-2.7433794462694787,
2019-02-10,-13.629629629629635,7.721479400000001,2.6608104999999997,-0.6741954948688901,4.857145506272526
2019-02-11,-28.14710042432815,-8.529287,-20.040654999999997,1.1944965138032568,-1.0841985693043652
2019-02-12,-29.57359009628611,-12.772536,-29.145390999999996,0.006966435928442483,6.857916206915482
2019-02-14,-14.236706689536872,-14.325609,-12.987116,-3.826984394242453,0.1422500192888579
2019-02-15,-1.1811023622047112,-7.085449700000001,-1.2700146,-2.481639857878436,-3.1721245330315586
2019-02-16,3.90625,6.726405000000001,4.471362999999999,6.254737331655949,4.519347190845254
2019-02-17,7.000000000000008,6.5939198,8.554674,0.6275120504914602,2.0832227917016204
2019-02-18,6.175298804780871,5.0463805,6.324532,-0.5123040105002072,-6.027880088231303
2019-02-19,-0.3759398496240629,8.660522,-0.6957878000000001,-0.6799821696976984,4.618983769570092
2019-02-22,-10.467289719626171,0.75760907,1.0639818,0.7090831052190296,-5.533252652430639
2019-02-23,-18.198874296435264,-11.764942999999999,-8.754721,1.8550573622250837,2.1651799319374634
2019-02-24,-21.509433962264147,-11.047879,-9.577932,-10.67138899934065,-0.14546806136078916
2019-02-26,-12.943632567849686,-13.812520999999998,-4.6808879999999995,-1.8377486422399287,2.1850105616953126
2019-02-27,0.9174311926605452,-5.096429,9.306579,4.574728586553212,-6.3811922880689576
2019-02-28,5.528846153846144,0.37257075,15.731447,0.5638711494252249,-4.31165339776534
2019-03-01,13.66906474820142,2.9171127999999995,11.069324499999999,0.011840105579137727,-7.412762301705496
2019-03-02,4.318181818181821,2.1842837000000004,7.5900345,-0.6197844886104502,0.5408022142508063
2019-03-03,1.1389521640091216,0.5546688,5.1512337,5.967003167986045,-1.4725094597928294
2019-03-05,1.8987341772151776,-0.04749632,-3.233128,-6.862885113578505,2.7769543733685644
2019-03-06,11.111111111111116,-3.9641127999999997,2.9623637,-4.137425815034076,-5.458552220491779
2019-03-07,8.558558558558559,-7.7836229999999995,15.051491,2.072397064175458,-3.1240275930891515
2019-03-08,-11.801242236024835,-9.646783000000001,8.41124,0.7472538073237542,-5.9492039962859025
2019-03-09,-4.7058823529411695,-16.981335,-8.672419,-0.4226078722117892,2.190675465020976
2019-03-10,-11.825726141078839,-37.599106,-2.2771354,-0.7213367965433424,0.3259241413449028
2019-03-12,15.962441314553974,-32.937553,11.857894,1.9690101754558318,3.7129687637811006
2019-03-13,0.0,-22.261333,1.2635121,-0.2953250586179745,-4.475291066868771
2019-03-14,12.000000000000007,-25.606161,4.4925823,7.787661873858562,-2.155001103159756
2019-03-15,-9.91902834008097,-14.057935,-8.174327,-3.818402330174393,-5.1047633160260135
2019-03-16,0.6172839506172867,-4.0301023,-2.2925972999999997,-0.07347428420851365,2.9849138367718955
2019-03-17,5.252100840336137,-4.220863,3.1954727000000003,-0.6661612435511789,0.9711635178081952
2019-03-19,20.0,-5.6748294999999995,9.100511000000001,1.842700669601184,4.613956965839202
2019-03-20,5.112474437627811,-3.5213208,3.6273875,-5.095011798782688,-3.914623293385525
2019-03-21,2.9940119760478945,-8.610934,2.3595965,-3.9020118900293337,-1.8386860923570032
2019-03-22,-7.303370786516849,-9.517951,-1.5158111,-3.6931950426726337,-5.091903855871157
2019-03-23,0.3891050583657574,-8.714960000000001,0.20478904,1.0316382221783762,2.7125806056571773
2019-03-24,1.5503875968992276,-1.8099363999999998,6.6480765,-0.2297861079278456,0.4400080550702133
2019-03-26,1.4141414141414232,0.267506,6.5775304000000006,2.0488884549873903,3.3257425966277343
2019-03-27,-0.5813953488372214,-3.429093,-8.729044,1.1489891598486697,-5.391022477152189
2019-03-28,-10.114503816793883,-4.883376999999999,-4.3541346,2.0396123776303257,-3.5007866759064976
2019-03-29,-4.183266932270923,-11.844786000000001,-2.0375528000000003,-4.12506806260073,-6.815710541360293
2019-03-30,5.653021442495133,-10.125757,0.4033599,-2.7295501644011297,0.9431566522015749
2019-03-31,28.025477707006363,-12.7695875,9.171088000000001,2.018435054632773,-1.3164398937755708
2019-04-02,22.453222453222452,2.5026803,17.969867999999998,0.7175298120937388,1.866033098005201
2019-04-03,2.2140221402213944,-7.1180882,5.126261,0.3262164969226441,-6.6001792809640225
2019-04-04,7.2968490878938725,-8.21297,-6.9222574,-0.4391881232897725,-4.4614987044998475
2019-04-07,16.129032258064527,0.3708415,9.991194,3.0523462127128114,-1.1058423245996505
2019-04-09,3.610108303249104,8.6489,21.992271,13.777693797837289,3.076566247511377
2019-04-10,-14.528593508500776,7.915725999999999,-4.737361,2.2387876873761696,-5.0362790323246935
2019-04-11,-20.17543859649124,6.515581,-16.308414000000003,-2.7257069049129994,-2.457286039260107
2019-04-12,-5.923344947735188,-3.3760896000000002,3.6881690000000003,1.114928926719212,-5.0933572531925115
2019-04-13,8.499095840867987,2.1093178,6.709573,0.376406870744038,3.368218861318125
2019-04-14,15.750915750915759,14.722612,8.469699,1.393777365574207,1.8418837602600613
2019-04-16,9.999999999999988,16.862719,13.143057999999998,-3.8071884917486334,5.614846993122587
2019-04-17,-4.833333333333334,14.932858,2.1453278,1.0980271106571005,-2.305587704714267
2019-04-18,-2.5316455696202564,3.747445,-4.5045176,0.5396897639099119,0.3549067719569886
2019-04-19,5.723905723905733,3.1584117000000003,2.8801112,-3.5744875921105432,-2.157577430884231
2019-04-20,19.08931698774081,-5.500281299999999,10.929568,0.4420263425394887,6.283200719549675
2019-04-21,1.7857142857142794,8.728348,0.051688075,1.2460272980504203,4.617463176141969
2019-04-23,0.0,7.665151600000001,-1.4222308000000001,0.2729271851831482,8.483626949937218
2019-04-24,-8.97058823529412,-8.570971,-10.736293,-4.639264108775395,0.18369372249242932
2019-04-25,6.060606060606055,-8.846858000000001,-8.926141000000001,-0.499481034860195,2.4068454545163216
2019-04-26,-5.573248407643317,-17.155638,11.869496,-0.17377634001102027,-0.6273107503079722
2019-04-27,7.431340872374804,-30.198673,4.053781,1.4499360760435342,7.2533468103941985
2019-04-28,-5.263157894736848,-14.065263,-8.89987,0.7656082510928002,4.947170787607299
2019-04-30,-1.3490725126475531,1.5164354,12.647985,0.496209027616034,7.1901384176627605
2019-05-01,-7.36842105263158,-5.4135222,-6.810175999999999,-0.8176335920846751,-1.6455061945225702
2019-05-02,3.174603174603185,-3.5126657,-9.797716000000001,1.2430511211909572,0.10547360493717806
2019-05-03,9.059829059829047,2.2252647999999997,4.176946,0.9718679930208832,-3.4629948170599656
2019-05-04,-1.4610389610389631,-10.199245,1.4141082,2.760959756729948,4.008428251472521
2019-05-05,-1.0769230769230864,-6.562782,-2.0381575,-1.7654934155077182,1.3491861990656555
2019-05-07,-2.978056426332288,-7.983359,5.576819400000001,0.7402536712106333,3.5210980801300247
2019-05-08,-4.4481054365733135,1.7805129000000002,10.040347,-0.4018631132143132,-5.481782459452113
2019-05-09,-9.175738724727832,13.395145000000001,0.28527355,0.6074621237294715,-3.844444312241096
2019-05-10,6.3004846526655935,15.000907000000002,0.37629354,-2.025681455967496,-7.379835928544426
2019-05-11,16.724137931034488,13.593967999999998,11.923509,2.511939981141891,0.0817318151384242
2019-05-12,13.184931506849315,4.311154,9.533301,8.348208955699445,-2.400397827691478
2019-05-14,18.99696048632218,-12.634171,-2.7301984,-4.463126569148907,0.5738078962169568
2019-05-15,15.657311669128491,-6.078930000000001,5.040393,0.38228369506076976,-8.080967199932383
2019-05-17,7.564296520423608,-1.5647233999999999,12.123197,-0.03773850791191583,-9.201386746723363
2019-05-18,-24.265644955300125,-3.2968826,-16.984861,0.5884192729786673,-1.2419443278546094
2019-05-19,-16.602809706257982,-37.599667,-22.21424,-6.317445652492328,-3.285534086375004
2019-05-21,-12.37693389592124,-43.271491999999995,-12.42944,-12.129108115325813,0.1153812809659277
2019-05-22,-0.6745362563237767,-42.052883,2.5328636,9.71590046209714,-8.113764651978371
2019-05-23,-14.548238897396633,-24.186216,-1.7098006000000001,1.204236595390359,-5.785088813000464
2019-05-24,-13.64365971107544,-9.214089999999999,-7.924385000000001,1.9090563769042763,-8.51736744463545
2019-05-25,-6.960950764006791,-6.539275599999999,-1.5141941,0.37597358492193145,-0.3551280557408617
2019-05-26,3.7634408602150495,0.7209994000000001,2.3336601000000003,0.6709157039997873,-2.096427196123475
2019-05-28,32.52788104089219,2.4490664,7.6432313999999995,0.4659422569072612,1.517565808438866
2019-05-29,-2.9197080291970656,19.955694,14.740768,8.558876851994913,-6.545401665998732
2019-05-30,-7.426597582037997,-2.4424262000000003,-0.41296756,8.535619573273578,-4.125845058952011
2019-05-31,-23.702664796633943,-4.474139,-9.372677000000001,-8.358073639921816,-6.884443700624839
2019-06-01,22.55639097744362,-25.3571,4.7806654,-1.1697193636237966,1.3506048970336533
2019-06-02,-0.5597014925373234,-11.704442,7.9647635999999995,-0.4487927792824435,-0.468104968671125
2019-06-04,4.779411764705888,-16.58474,16.07556,1.0684734103388065,3.5450482852732432
2019-06-05,-14.110429447852766,-10.597980999999999,-7.704337,-11.854532520434553,-4.885298512626147
2019-06-06,30.0187617260788,-14.526506,-17.278564000000003,-1.8270300192466704,-2.6838512101183136
2019-06-07,20.000000000000018,9.7960415,1.4906971000000002,3.834595574464239,-5.735634355380277
2019-06-08,28.035714285714306,9.932856,29.403698,-0.7618880767276544,2.377863250684315
2019-06-11,-20.923520923520922,-9.712839,8.904313,0.08028220475293679,4.236884360840868
2019-06-12,-26.461988304093577,-7.6900897,-1.4862036,1.5634838114864185,-4.2079772427706095
2019-06-13,20.502092050209207,-8.602119,-26.205067,-2.221024189656432,-1.88826627050395
2019-06-14,2.9197080291970767,-44.228046,12.086045,-2.7778119147199605,-4.886470047604378
2019-06-15,50.09940357852884,-20.425156,14.226082,15.822883352865526,3.2031793014028502
2019-06-16,-44.09722222222222,-31.652157,-7.562083199999999,-15.840313944060881,
