date,3_day_return,3_day_return_pred
2019-06-11,-3.293413173652704,12.835659
2019-06-12,-5.405405405405395,-28.534569
2019-06-13,-12.285714285714288,7.4260325
2019-06-14,-6.191950464396276,20.440704
2019-06-15,0.0,14.048401
2019-06-16,3.583061889250817,-3.066045
2019-06-18,-0.990099009900991,2.3802202
2019-06-19,-3.1746031746031744,-18.261654
2019-06-20,-3.459119496855346,-33.277035
2019-06-21,-1.6666666666666718,-23.172636
2019-06-22,-11.147540983606556,-33.796303
2019-06-23,-17.915309446254067,-30.983469
2019-06-25,-12.20338983050848,-27.098896
2019-06-26,-4.42804428044281,-13.392544
2019-06-27,-1.1904761904761971,-18.851053
2019-06-28,-9.652509652509655,-22.616512
2019-06-29,-16.988416988416983,-13.870716
2019-06-30,-17.269076305220878,-22.762444
2019-07-02,-5.5555555555555465,-31.21413
