date,3_day_return,3_day_return_pred
2019-01-01,-2.9411764705882364,12.699489
2019-01-02,-5.3956834532374085,13.503502
2019-01-03,1.4869888475836484,-5.4309645
2019-01-04,1.893939393939404,3.5637712
2019-01-05,11.787072243346007,18.646378
2019-01-06,17.216117216117222,18.396187
2019-01-08,19.702602230483283,-6.5910335
2019-01-09,-3.4013605442176917,-12.162118
2019-01-10,-15.312499999999996,-1.4654813
2019-01-11,-17.391304347826086,-20.134483
2019-01-12,-5.633802816901401,-22.33796
2019-01-13,-8.856088560885611,-7.4253902
2019-01-15,-6.766917293233087,-8.336361
2019-01-16,-3.3582089552238847,-4.256203
2019-01-17,8.502024291497978,4.886277
2019-01-18,12.096774193548374,7.020532
2019-01-19,13.127413127413144,18.540495
2019-01-20,23.50746268656716,8.3927355
2019-01-22,18.70503597122301,-5.5821476
2019-01-23,0.0,-12.648977
2019-01-24,-12.084592145015106,-2.1661808
2019-01-25,-21.51515151515152,6.150551
2019-01-26,-19.453924914675763,-7.1761694
2019-01-27,-16.8384879725086,-7.246682
2019-01-29,-1.1583011583011449,-1.258852
2019-01-30,12.711864406779648,-4.7319593
2019-01-31,5.785123966942152,18.161695
2019-02-01,-6.25,10.892145
2019-02-02,-14.28571428571429,4.4827895
2019-02-03,-3.9062500000000004,-4.974851
2019-02-04,15.000000000000016,4.0603356
2019-02-10,9.210526315789467,7.5190616
2019-02-11,4.878048780487809,3.2604525
2019-02-12,-9.420289855072472,-11.210914
2019-02-14,3.6144578313253017,-5.232246
2019-02-15,10.465116279069763,-6.3685374
2019-02-16,15.59999999999999,9.477011
2019-02-17,5.426356589147273,14.458012
2019-02-18,-17.19298245614035,0.1651082
2019-02-19,-28.37370242214533,-14.237069
2019-02-22,-27.20588235294117,0.9502021
2019-02-23,-26.271186440677965,-10.794824
2019-02-24,-21.25603864734299,3.3115351
2019-02-26,-10.1010101010101,15.262301
2019-02-27,17.24137931034484,-0.09173596
2019-02-28,27.60736196319018,12.100266
2019-03-01,10.112359550561802,21.35113
2019-03-02,-2.9411764705882253,13.123729
2019-03-03,0.480769230769229,2.4001336
2019-03-05,7.653061224489788,-3.3809125
2019-03-06,8.080808080808065,-20.435438
2019-03-07,8.61244019138756,-12.58883
2019-03-08,6.1611374407582815,-3.8240218
2019-03-09,9.345794392523368,-26.388662
2019-03-10,12.77533039647578,-4.501158
2019-03-12,16.51785714285716,8.2254715
2019-03-13,24.358974358974386,26.396458
2019-03-14,14.453125,19.070267
2019-03-15,17.624521072796927,11.940992
2019-03-16,3.436426116838498,4.6506605
2019-03-17,3.754266211604085,6.0243354
2019-03-19,8.143322475570036,13.556045
2019-03-20,15.282392026578085,9.278797
2019-03-21,6.907894736842103,0.42398316
2019-03-22,-4.81927710843374,-11.399249
2019-03-23,-7.7809798270893396,-5.656015
2019-03-24,-0.6153846153846287,17.486565
2019-03-26,0.6329113924050667,15.255303
2019-03-27,1.8750000000000044,7.6624117
2019-03-28,0.9287925696594534,0.8881141
2019-03-29,5.660377358490566,7.109728
2019-03-30,-5.828220858895714,6.56291
2019-03-31,-4.907975460122705,-1.0588887
2019-04-02,1.7857142857142794,8.00294
2019-04-03,2.931596091205213,15.297278
2019-04-04,6.129032258064514,-9.075716
2019-04-07,-3.801169590643283,-0.15270168
2019-04-09,1.8987341772152,7.204355
2019-04-10,0.3039513677811634,1.8375325
2019-04-11,-2.7355623100303927,-2.0058763
2019-04-12,-4.347826086956529,-15.826146
2019-04-13,-8.484848484848484,-5.0316725
2019-04-14,-7.187500000000002,-6.189489
2019-04-16,0.0,-15.717515
2019-04-17,1.655629139072845,-12.992192
2019-04-18,-1.0101010101010166,-2.393736
2019-04-19,-3.5714285714285805,1.1879739
2019-04-20,-7.817589576547222,-5.3668737
2019-04-21,-5.442176870748295,-18.952581
2019-04-23,-4.377104377104379,-9.516684
2019-04-24,1.7667844522968101,-19.766178
2019-04-25,2.1582733812949506,-14.3561945
2019-04-26,-3.521126760563377,-11.774509
2019-04-27,-11.111111111111104,-0.9072756
2019-04-28,-8.80281690140845,-6.661891
2019-04-30,0.7299270072992803,-8.489184
2019-05-01,10.546875,15.353416
2019-05-02,13.513513513513509,6.436552
2019-05-03,2.53623188405796,9.121039
2019-05-04,-1.0600706713780994,1.6432884
2019-05-05,3.741496598639471,-4.31213
2019-05-07,8.833922261484094,3.429862
2019-05-08,4.285714285714293,5.793642
2019-05-09,-2.950819672131144,-4.2829795
2019-05-10,-3.5714285714285805,-19.979683
2019-05-11,1.3698630136986356,-22.821701
2019-05-12,4.391891891891886,-14.738498
2019-05-14,3.367003367003373,-2.4655232
2019-05-15,4.054054054054056,-5.33044
2019-05-17,7.11974110032363,-1.2343271
2019-05-18,18.566775244299684,15.704264
2019-05-19,19.15584415584417,-11.703731
2019-05-21,17.824773413897272,-28.556509
2019-05-22,-1.3736263736263687,-8.123707
2019-05-23,-5.7220708446866535,-13.012087
2019-05-24,-12.051282051282065,-21.819157
2019-05-25,-8.913649025069626,-1.839431
2019-05-26,0.5780346820809079,-11.7673235
2019-05-28,-4.3731778425656,-3.8237333
2019-05-29,-8.256880733944959,-14.905475
2019-05-30,-8.62068965517241,-16.350327
2019-05-31,3.658536585365857,-0.7776827
2019-06-01,11.66666666666667,9.188219
2019-06-02,-0.9433962264150941,3.1511824
2019-06-04,-8.235294117647063,-3.6765814
2019-06-05,0.8955223880596996,-27.026138
2019-06-06,6.031746031746033,5.9673915
2019-06-07,6.73076923076923,8.518423
2019-06-08,3.550295857988184,25.961708
