date,Price,Price_pred
2019-09-03,33.4,31.80108
2019-09-04,33.6,32.41393
2019-09-05,31.0,29.756416
2019-09-06,22.1,33.4098
2019-09-07,28.8,30.336246
2019-09-08,32.0,29.163488
2019-09-10,32.8,32.553143
2019-09-11,32.8,32.882797
2019-09-12,34.8,31.24809
2019-09-13,33.3,30.971546
2019-09-14,34.1,30.546473
2019-09-17,29.1,32.915276
2019-09-18,26.5,28.922958
2019-09-19,25.1,26.830446
2019-09-20,25.6,25.12638
2019-09-21,21.2,26.914915
2019-09-22,25.1,27.604729
2019-09-24,29.5,29.465942
2019-09-25,34.0,26.632565
2019-09-26,35.0,26.397337
2019-09-27,32.9,29.830013
2019-09-28,31.2,33.888145
2019-09-29,21.0,29.868874
2019-10-01,30.2,25.615051
2019-10-02,29.2,31.53272
2019-10-03,27.6,30.844013
2019-10-04,25.6,30.067122
2019-10-05,27.7,29.044424
2019-10-06,30.2,29.627272
2019-10-08,32.9,31.789698
2019-10-09,30.5,31.863327
2019-10-10,30.4,31.413773
2019-10-11,28.3,30.924082
2019-10-12,32.5,30.592884
2019-10-13,34.9,31.092665
2019-10-15,29.6,34.521286
2019-10-16,27.6,28.72416
2019-10-18,27.5,27.754774
2019-10-19,28.0,28.016132
2019-10-20,27.4,25.746422
2019-10-22,26.4,27.838165
2019-10-23,25.8,28.36599
2019-10-24,27.1,29.9067
2019-10-25,29.2,29.23997
2019-10-26,32.2,29.852474
2019-10-27,32.1,30.277163
2019-10-29,31.8,30.313427
2019-10-30,30.9,30.348427
2019-10-31,28.8,30.183722
2019-11-01,28.3,29.329096
2019-11-02,29.7,30.039879
2019-11-03,32.5,29.788918
2019-11-05,31.2,30.131638
2019-11-06,30.1,27.537561
2019-11-07,31.6,27.524307
2019-11-08,34.1,26.820442
2019-11-09,37.3,27.447584
2019-11-10,37.6,27.687328
2019-11-12,36.9,28.364054
2019-11-13,42.8,28.859472
2019-11-15,40.3,36.164818
2019-11-16,40.3,35.1051
2019-11-17,40.1,37.29698
2019-11-19,37.1,39.413715
2019-11-20,38.0,33.270214
2019-11-21,37.4,32.61871
2019-11-22,32.0,34.004723
2019-11-23,37.4,33.937923
2019-11-24,39.3,38.73455
2019-11-26,37.7,38.559578
2019-11-27,36.7,36.54386
2019-11-28,38.2,36.32436
2019-11-29,35.4,36.801113
2019-11-30,32.9,35.946335
2019-12-01,29.8,34.421154
2019-12-03,35.3,33.04493
2019-12-04,37.0,31.239637
2019-12-05,37.7,34.65097
2019-12-06,34.9,37.12654
2019-12-07,39.1,35.595387
2019-12-08,38.2,35.296043
2019-12-10,35.3,38.70945
2019-12-11,34.9,38.209034
2019-12-12,37.7,38.606716
2019-12-13,39.5,40.15121
2019-12-14,42.1,41.410583
2019-12-15,40.0,40.86809
2019-12-17,36.7,37.850307
2019-12-18,34.7,34.547924
2019-12-19,34.8,33.41062
2019-12-20,33.3,31.19223
2019-12-21,31.0,29.30667
2019-12-22,33.2,28.238413
2019-12-24,33.5,29.624882
2019-12-25,34.5,30.29342
2019-12-26,32.9,30.398933
2019-12-27,33.2,28.25145
2019-12-28,32.8,26.129517
2019-12-29,32.6,29.502922
