date,3_day_return,3_day_return_pred
2019-01-01,25.714285714285715,7.6060743
2019-01-02,2.7210884353741305,-18.678953
2019-01-03,-2.92792792792792,27.27757
2019-01-04,-25.413223140495862,-7.5651245
2019-01-05,-20.750551876379678,8.427552
2019-01-06,-16.937354988399086,-11.550328
2019-01-08,11.357340720221607,29.681679
2019-01-09,2.2284122562674202,30.86426
2019-01-10,4.469273743016755,51.093056
2019-01-11,-6.9651741293532465,54.199966
2019-01-12,-2.724795640326972,47.291866
2019-01-13,8.556149732620334,48.38058
2019-01-15,33.155080213903744,43.343647
2019-01-16,27.73109243697478,44.498924
2019-01-17,-5.911330049261077,69.99084
2019-01-18,-25.50200803212851,38.161705
2019-01-19,-15.789473684210535,9.367284
2019-01-20,-12.565445026178026,49.203945
2019-01-22,1.0781671159029618,89.395355
2019-01-23,-4.947916666666663,97.117134
2019-01-24,11.077844311377259,66.54534
2019-01-25,11.466666666666665,4.3872848
2019-01-26,21.643835616438345,19.043041
2019-01-27,18.328840970350388,-7.3121147
2019-01-29,12.918660287081352,-1.0795166
2019-01-30,8.108108108108112,11.975471
2019-01-31,32.34624145785879,50.491062
2019-02-01,60.3813559322034,9.577579
2019-02-02,114.58333333333336,-9.157526
2019-02-03,81.06712564543889,-82.28859
2019-02-04,-5.944517833553497,-99.00493
2019-02-10,-34.46601941747572,-37.39936
2019-02-11,-48.38403041825096,8.098311
2019-02-12,-32.16292134831461,51.525337
2019-02-14,-34.66666666666667,77.00164
2019-02-15,-14.917127071823199,72.92216
2019-02-16,1.242236024844723,55.118977
2019-02-17,14.058956916099778,136.12706
2019-02-18,5.844155844155829,167.64836
2019-02-19,15.132924335378316,221.98236
2019-02-22,10.934393638170972,133.00496
2019-02-23,18.813905930470366,68.618614
2019-02-24,12.966252220248673,12.755445
2019-02-26,2.3297491039426577,66.709435
2019-02-27,2.06540447504302,27.177744
2019-02-28,-7.232704402515721,20.993631
2019-03-01,15.061295971978982,11.491631
2019-03-02,8.09443507588532,-21.161156
2019-03-03,13.050847457627125,-20.730595
2019-03-05,-2.5875190258751957,-34.459877
2019-03-06,-6.240249609984393,-3.6351097
2019-03-07,-13.04347826086957,31.930021
2019-03-08,-3.125,17.39511
2019-03-09,21.963394342762065,66.41163
2019-03-10,68.10344827586208,10.541537
2019-03-12,3.8709677419354938,17.741385
2019-03-13,-9.68622100954979,11.448798
2019-03-14,-26.256410256410245,-13.840342
2019-03-15,6.366459627329181,8.151975
2019-03-16,-1.812688821752273,25.241724
2019-03-17,-8.762169680111274,23.075079
2019-03-19,-2.043795620437961,2.0907075
2019-03-20,-3.0769230769230766,40.86478
2019-03-21,-4.115853658536582,45.62669
2019-03-22,-8.196721311475397,14.828611
2019-03-23,8.73015873015872,-7.4426603
2019-03-24,6.200317965023849,4.7254953
2019-03-26,-6.006493506493515,15.364276
2019-03-27,-20.14598540145985,-21.364563
2019-03-28,-20.95808383233533,-33.69068
2019-03-29,-14.507772020725383,-9.828193
2019-03-30,-2.0109689213893995,-10.819184
2019-03-31,0.9469696969697017,20.574451
2019-04-02,21.616161616161623,-10.909959
2019-04-03,21.082089552238802,-19.37961
2019-04-04,30.018761726078804,-3.0432007
2019-04-07,5.98006644518272,-17.72721
2019-04-09,-5.546995377503861,-23.481651
2019-04-10,-16.73881673881673,-11.950419
2019-04-11,-24.294670846394983,-28.113104
2019-04-12,-14.355628058727564,-9.029571
2019-04-13,-12.998266897746973,-5.9455404
2019-04-14,-1.8633540372670732,-9.110441
2019-04-16,-10.095238095238091,-7.087305
2019-04-17,-9.561752988047814,-2.5402362
2019-04-18,-21.097046413502106,23.548779
2019-04-19,-14.194915254237294,7.9755316
2019-04-20,-4.8458149779735615,26.53003
2019-04-21,21.122994652406405,49.89491
2019-04-23,15.802469135802454,59.814293
2019-04-24,3.472222222222232,28.328283
2019-04-25,-10.596026490066226,12.347401
2019-04-26,12.366737739872068,17.611828
2019-04-27,25.279642058165532,31.03951
2019-04-28,33.827160493827165,10.271476
2019-04-30,-14.611005692599619,-6.6383514
2019-05-01,-25.17857142857143,-46.112312
2019-05-02,-25.461254612546128,-42.368885
2019-05-03,-13.111111111111107,-52.842693
2019-05-04,-4.534606205250591,8.77247
2019-05-05,-1.7326732673267236,16.97116
2019-05-07,17.391304347826072,-21.506927
2019-05-08,6.0000000000000036,21.329185
2019-05-09,22.418136020151124,13.503199
2019-05-10,-3.4858387799564294,27.556005
2019-05-11,1.4150943396226356,-10.645265
2019-05-12,-16.872427983539094,-24.055624
2019-05-14,5.643340857787815,-29.883402
2019-05-15,21.62790697674417,-1.4809463
2019-05-17,47.02970297029702,7.0112324
2019-05-18,-3.6324786324786205,-42.87389
2019-05-19,-26.768642447418745,-29.331778
2019-05-21,-28.619528619528623,-64.71212
2019-05-22,-12.638580931263864,-58.047066
2019-05-23,8.616187989556147,-19.782557
2019-05-24,-1.6509433962264008,33.73883
2019-05-25,9.137055837563457,-13.714558
2019-05-26,-4.567307692307687,9.637353
2019-05-28,-0.7194244604316613,29.104002
2019-05-29,-4.651162790697672,21.280193
2019-05-30,-2.518891687657433,-1.0928509
2019-05-31,-1.449275362318847,-3.8433416
2019-06-01,-2.9268292682926838,-14.070063
2019-06-02,-0.5167958656330796,12.340875
2019-06-04,-6.127450980392157,2.695545
2019-06-05,-11.306532663316581,20.680569
2019-06-06,-0.5194805194805312,20.216331
2019-06-07,24.80417754569191,15.709454
2019-06-08,-23.796033994334287,8.701013
2019-06-11,12.010443864229778,-12.449682
2019-06-12,-16.736401673640167,5.8394327
